ow_temp,ow_humidity,ow_pressure,ow_wind_speed,ow_wind_deg,ow_clouds,ow_pm10,ow_pm2_5,ow_co,ow_no2,ow_so2,ow_o3,aqi_aqicn,city,hour,day,month,weekday,timestamp_utc,temp,humidity,pressure,wind_speed,aqi,pm2_5,pm10,no2,so2,co
29.1,82,998.9,11.6,235,85,52.5,23.5,244.0,16.6,12.7,41.0,78,Karachi,19.0,20.0,7.0,6.0,2025-07-20 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.9,83,998.8,11.6,237,92,52.4,23.0,198.0,13.9,11.4,44.0,78,Karachi,20.0,20.0,7.0,6.0,2025-07-20 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.5,86,998.3,11.8,251,97,58.1,24.7,164.0,11.7,10.3,46.0,78,Karachi,21.0,20.0,7.0,6.0,2025-07-20 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.9,91,998.1,11.4,257,92,52.7,23.3,146.0,10.4,9.4,46.0,78,Karachi,22.0,20.0,7.0,6.0,2025-07-20 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.6,93,998.4,10.4,272,64,48.3,21.7,141.0,9.5,8.6,45.0,79,Karachi,23.0,20.0,7.0,6.0,2025-07-20 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.6,93,998.8,8.8,281,94,45.8,20.8,157.0,11.7,9.2,39.0,79,Karachi,0.0,21.0,7.0,0.0,2025-07-21 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.9,81,998.4,9.7,268,97,46.8,21.5,215.0,13.0,11.0,40.0,79,Karachi,1.0,21.0,7.0,0.0,2025-07-21 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.2,80,999.1,9.4,262,55,50.8,23.7,293.0,14.6,13.6,41.0,79,Karachi,2.0,21.0,7.0,0.0,2025-07-21 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.9,74,999.3,9.8,263,60,59.4,25.0,341.0,15.1,15.7,44.0,79,Karachi,3.0,21.0,7.0,0.0,2025-07-21 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.6,71,999.7,10.3,251,74,63.1,25.7,326.0,13.5,16.9,51.0,79,Karachi,4.0,21.0,7.0,0.0,2025-07-21 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.1,68,1000.0,10.6,236,90,69.2,28.9,280.0,10.8,17.7,60.0,79,Karachi,5.0,21.0,7.0,0.0,2025-07-21 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.9,66,999.9,11.4,241,99,73.6,29.8,246.0,8.5,18.0,68.0,79,Karachi,6.0,21.0,7.0,0.0,2025-07-21 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.0,66,999.3,12.9,231,99,78.9,31.7,240.0,6.9,17.6,74.0,79,Karachi,7.0,21.0,7.0,0.0,2025-07-21 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.3,65,998.9,13.5,224,52,85.4,34.3,245.0,5.6,16.7,79.0,79,Karachi,8.0,21.0,7.0,0.0,2025-07-21 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.0,66,998.4,16.1,222,27,83.4,33.1,255.0,5.0,16.0,82.0,80,Karachi,9.0,21.0,7.0,0.0,2025-07-21 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.7,66,998.2,16.3,228,98,81.3,32.6,268.0,5.1,15.8,81.0,80,Karachi,10.0,21.0,7.0,0.0,2025-07-21 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.6,66,998.2,15.1,229,96,79.4,31.5,284.0,6.0,15.7,78.0,80,Karachi,11.0,21.0,7.0,0.0,2025-07-21 11:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.0,68,998.3,14.8,231,83,97.8,37.3,300.0,8.3,17.5,82.0,81,Karachi,12.0,21.0,7.0,0.0,2025-07-21 12:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.6,72,998.7,11.7,229,100,95.0,36.1,313.0,13.4,17.3,69.0,81,Karachi,13.0,21.0,7.0,0.0,2025-07-21 13:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.1,76,999.2,11.2,228,100,86.4,33.9,325.0,20.3,17.0,52.0,82,Karachi,14.0,21.0,7.0,0.0,2025-07-21 14:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.7,78,999.6,10.9,225,83,71.0,32.0,334.0,25.2,16.4,39.0,83,Karachi,15.0,21.0,7.0,0.0,2025-07-21 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.5,80,1000.3,10.4,231,100,66.8,30.9,344.0,26.2,15.5,34.0,84,Karachi,16.0,21.0,7.0,0.0,2025-07-21 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.4,81,1000.8,9.3,234,100,64.5,30.4,350.0,25.1,14.3,34.0,84,Karachi,17.0,21.0,7.0,0.0,2025-07-21 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.2,82,1000.8,9.4,232,96,62.4,30.0,337.0,23.2,13.1,35.0,85,Karachi,18.0,21.0,7.0,0.0,2025-07-21 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.1,82,1000.9,9.9,232,87,60.5,29.1,286.0,20.3,11.8,37.0,85,Karachi,19.0,21.0,7.0,0.0,2025-07-21 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.0,83,1000.6,10.2,234,100,58.0,27.8,216.0,16.6,10.4,40.0,86,Karachi,20.0,21.0,7.0,0.0,2025-07-21 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.9,83,1000.4,11.0,238,100,55.5,26.6,164.0,13.6,9.4,43.0,86,Karachi,21.0,21.0,7.0,0.0,2025-07-21 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.5,85,1000.3,11.1,241,100,53.2,25.4,142.0,11.9,8.8,43.0,86,Karachi,22.0,21.0,7.0,0.0,2025-07-21 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.5,85,1000.6,10.7,248,100,50.1,24.3,138.0,10.8,8.5,43.0,87,Karachi,23.0,21.0,7.0,0.0,2025-07-21 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.4,85,1000.9,10.7,250,100,49.2,23.7,152.0,10.1,8.8,44.0,87,Karachi,0.0,22.0,7.0,1.0,2025-07-22 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.0,83,1000.5,10.5,254,100,49.2,23.5,199.0,10.4,10.2,45.0,87,Karachi,1.0,22.0,7.0,1.0,2025-07-22 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.2,81,1001.2,10.6,256,100,55.5,24.8,264.0,10.8,12.2,48.0,87,Karachi,2.0,22.0,7.0,1.0,2025-07-22 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.5,79,1001.5,10.9,253,99,57.9,24.7,304.0,10.5,13.8,52.0,87,Karachi,3.0,22.0,7.0,1.0,2025-07-22 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.4,74,1001.8,11.8,244,100,65.0,25.8,293.0,8.8,14.6,60.0,87,Karachi,4.0,22.0,7.0,1.0,2025-07-22 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.3,70,1001.7,12.7,238,100,72.4,28.1,257.0,6.5,14.9,71.0,87,Karachi,5.0,22.0,7.0,1.0,2025-07-22 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.8,66,1001.3,13.5,236,95,85.7,32.4,228.0,4.7,14.9,79.0,87,Karachi,6.0,22.0,7.0,1.0,2025-07-22 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.9,65,1000.8,13.6,235,9,78.9,30.2,219.0,3.9,14.3,83.0,87,Karachi,7.0,22.0,7.0,1.0,2025-07-22 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.6,62,1000.0,14.4,232,39,75.2,28.8,217.0,3.7,13.3,84.0,87,Karachi,8.0,22.0,7.0,1.0,2025-07-22 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.6,62,999.2,15.4,227,27,82.0,30.5,222.0,3.9,12.5,83.0,87,Karachi,9.0,22.0,7.0,1.0,2025-07-22 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.1,64,998.5,15.9,227,80,72.9,27.5,239.0,4.4,12.1,79.0,87,Karachi,10.0,22.0,7.0,1.0,2025-07-22 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.7,66,998.0,16.6,229,97,73.3,27.4,263.0,5.2,11.8,71.0,86,Karachi,11.0,22.0,7.0,1.0,2025-07-22 11:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.9,70,997.6,16.7,229,95,86.4,31.2,278.0,6.9,13.7,72.0,86,Karachi,12.0,22.0,7.0,1.0,2025-07-22 12:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.9,69,998.2,14.2,231,70,82.7,30.0,275.0,10.8,13.4,62.0,85,Karachi,13.0,22.0,7.0,1.0,2025-07-22 13:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.2,72,998.3,16.1,220,89,78.9,29.3,263.0,16.1,13.0,49.0,85,Karachi,14.0,22.0,7.0,1.0,2025-07-22 14:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.7,76,998.8,16.2,227,24,67.5,28.6,251.0,19.2,12.4,40.0,84,Karachi,15.0,22.0,7.0,1.0,2025-07-22 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.6,77,999.3,17.1,232,90,65.4,28.2,243.0,18.4,11.4,39.0,84,Karachi,16.0,22.0,7.0,1.0,2025-07-22 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.5,76,999.8,17.5,231,84,60.1,26.4,235.0,15.4,10.1,43.0,84,Karachi,17.0,22.0,7.0,1.0,2025-07-22 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.3,77,1000.1,17.8,235,100,55.8,24.6,221.0,12.5,8.9,46.0,83,Karachi,18.0,22.0,7.0,1.0,2025-07-22 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.6,82,1000.1,17.9,240,100,51.2,22.7,195.0,10.2,7.9,48.0,83,Karachi,19.0,22.0,7.0,1.0,2025-07-22 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.4,84,999.7,19.3,242,99,49.2,21.5,163.0,8.0,6.9,51.0,82,Karachi,20.0,22.0,7.0,1.0,2025-07-22 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.4,84,999.1,18.0,241,100,48.8,21.0,140.0,6.3,6.3,53.0,82,Karachi,21.0,22.0,7.0,1.0,2025-07-22 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.3,84,998.7,17.2,243,100,48.4,20.6,128.0,5.3,6.0,54.0,81,Karachi,22.0,22.0,7.0,1.0,2025-07-22 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.2,84,998.3,16.9,248,96,48.1,20.1,126.0,4.7,6.0,55.0,81,Karachi,23.0,22.0,7.0,1.0,2025-07-22 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.3,82,998.0,16.6,252,78,50.8,21.0,139.0,4.7,6.3,55.0,80,Karachi,0.0,23.0,7.0,2.0,2025-07-23 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.8,79,997.9,15.0,253,26,51.2,20.9,184.0,6.0,7.1,55.0,80,Karachi,1.0,23.0,7.0,2.0,2025-07-23 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.7,80,998.1,16.8,255,58,57.4,22.5,245.0,7.7,8.3,54.0,80,Karachi,2.0,23.0,7.0,2.0,2025-07-23 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.5,74,998.4,19.0,258,93,65.0,24.3,284.0,8.5,9.3,56.0,80,Karachi,3.0,23.0,7.0,2.0,2025-07-23 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.2,71,998.4,19.2,253,93,69.8,25.4,277.0,7.6,10.0,61.0,80,Karachi,4.0,23.0,7.0,2.0,2025-07-23 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.6,71,998.6,19.1,248,100,73.6,26.4,247.0,5.9,10.6,68.0,80,Karachi,5.0,23.0,7.0,2.0,2025-07-23 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.6,71,998.3,19.4,249,100,72.9,26.1,224.0,4.5,10.9,73.0,80,Karachi,6.0,23.0,7.0,2.0,2025-07-23 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.3,73,997.7,19.7,249,100,73.1,26.1,218.0,3.9,10.7,75.0,79,Karachi,7.0,23.0,7.0,2.0,2025-07-23 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.4,73,996.8,20.3,247,94,76.1,26.7,219.0,3.6,10.2,75.0,79,Karachi,8.0,23.0,7.0,2.0,2025-07-23 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.6,73,995.9,20.4,240,96,74.7,26.8,225.0,3.7,9.8,74.0,78,Karachi,9.0,23.0,7.0,2.0,2025-07-23 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.6,72,995.6,20.8,239,57,74.5,26.9,239.0,4.1,9.7,71.0,78,Karachi,10.0,23.0,7.0,2.0,2025-07-23 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.8,71,994.9,21.5,239,90,69.2,25.6,259.0,4.9,9.6,66.0,78,Karachi,11.0,23.0,7.0,2.0,2025-07-23 11:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.2,73,994.4,20.7,241,47,67.3,25.0,272.0,6.8,10.1,62.0,78,Karachi,12.0,23.0,7.0,2.0,2025-07-23 12:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.0,74,994.9,19.5,233,74,65.4,24.6,274.0,10.3,10.1,56.0,77,Karachi,13.0,23.0,7.0,2.0,2025-07-23 13:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.5,78,995.4,18.4,231,83,54.1,23.6,269.0,15.2,10.2,48.0,77,Karachi,14.0,23.0,7.0,2.0,2025-07-23 14:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.1,80,995.6,18.1,232,94,53.2,24.0,262.0,18.1,10.1,42.0,76,Karachi,15.0,23.0,7.0,2.0,2025-07-23 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.9,82,996.3,16.9,223,89,53.3,24.0,255.0,17.5,9.8,42.0,76,Karachi,16.0,23.0,7.0,2.0,2025-07-23 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.8,83,997.2,16.1,229,79,48.9,22.5,246.0,15.1,9.4,44.0,76,Karachi,17.0,23.0,7.0,2.0,2025-07-23 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.5,85,997.3,15.9,235,46,47.7,21.5,231.0,12.7,8.8,47.0,75,Karachi,18.0,23.0,7.0,2.0,2025-07-23 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.4,85,997.0,16.3,236,42,46.3,20.7,206.0,10.7,8.0,49.0,75,Karachi,19.0,23.0,7.0,2.0,2025-07-23 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,87,996.7,15.4,241,36,43.7,19.6,176.0,8.7,7.0,51.0,75,Karachi,20.0,23.0,7.0,2.0,2025-07-23 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,87,996.2,14.7,246,51,42.8,19.0,154.0,7.1,6.4,52.0,75,Karachi,21.0,23.0,7.0,2.0,2025-07-23 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.8,88,995.7,14.5,248,49,43.3,19.0,140.0,6.1,6.2,53.0,74,Karachi,22.0,23.0,7.0,2.0,2025-07-23 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.7,89,995.7,14.1,245,35,45.8,19.6,134.0,5.6,6.3,53.0,74,Karachi,23.0,23.0,7.0,2.0,2025-07-23 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.8,88,995.8,13.8,248,39,40.7,19.0,148.0,5.9,6.2,52.0,74,Karachi,0.0,24.0,7.0,3.0,2025-07-24 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.4,85,995.8,13.5,251,33,44.6,19.9,202.0,7.3,7.4,52.0,74,Karachi,1.0,24.0,7.0,3.0,2025-07-24 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.8,82,996.3,12.6,253,6,50.4,21.9,275.0,9.1,9.1,52.0,74,Karachi,2.0,24.0,7.0,3.0,2025-07-24 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.6,76,996.6,14.0,248,59,60.8,24.2,320.0,9.9,10.5,55.0,74,Karachi,3.0,24.0,7.0,3.0,2025-07-24 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.2,73,997.2,15.2,246,80,68.2,25.8,308.0,8.6,11.4,62.0,74,Karachi,4.0,24.0,7.0,3.0,2025-07-24 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.5,71,997.5,15.9,245,100,75.0,28.1,267.0,6.2,12.0,72.0,74,Karachi,5.0,24.0,7.0,3.0,2025-07-24 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.9,69,997.2,16.6,241,99,83.4,30.9,235.0,4.3,12.4,80.0,74,Karachi,6.0,24.0,7.0,3.0,2025-07-24 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.3,68,997.0,16.2,235,45,85.2,32.0,224.0,3.6,12.5,84.0,75,Karachi,7.0,24.0,7.0,3.0,2025-07-24 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.1,64,996.2,15.9,231,51,82.9,31.2,222.0,3.5,12.3,86.0,75,Karachi,8.0,24.0,7.0,3.0,2025-07-24 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.0,65,995.4,15.3,227,60,81.0,31.0,228.0,3.7,12.2,86.0,75,Karachi,9.0,24.0,7.0,3.0,2025-07-24 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.6,67,994.7,15.4,223,28,82.2,31.1,245.0,3.9,12.2,82.0,76,Karachi,10.0,24.0,7.0,3.0,2025-07-24 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.3,68,994.4,15.2,224,8,79.6,30.4,270.0,4.6,12.3,76.0,76,Karachi,11.0,24.0,7.0,3.0,2025-07-24 11:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.8,69,994.2,13.8,230,97,85.7,32.7,291.0,6.4,13.7,76.0,77,Karachi,12.0,24.0,7.0,3.0,2025-07-24 12:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.5,70,994.7,12.0,220,44,78.0,30.0,306.0,9.7,13.7,67.0,77,Karachi,13.0,24.0,7.0,3.0,2025-07-24 13:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.1,74,995.1,12.8,204,51,71.2,28.3,318.0,14.3,13.7,54.0,78,Karachi,14.0,24.0,7.0,3.0,2025-07-24 14:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.4,77,995.6,13.3,210,95,66.8,28.3,323.0,17.9,13.5,44.0,78,Karachi,15.0,24.0,7.0,3.0,2025-07-24 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.2,78,996.2,13.4,224,88,57.0,27.0,320.0,19.8,13.2,40.0,79,Karachi,16.0,24.0,7.0,3.0,2025-07-24 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.1,80,997.3,12.9,224,30,55.1,26.1,309.0,20.7,12.8,39.0,79,Karachi,17.0,24.0,7.0,3.0,2025-07-24 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.7,82,997.5,13.4,223,17,53.0,25.5,290.0,20.5,12.1,39.0,79,Karachi,18.0,24.0,7.0,3.0,2025-07-24 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.4,84,997.2,12.7,234,16,51.2,24.6,257.0,18.5,11.0,41.0,80,Karachi,19.0,24.0,7.0,3.0,2025-07-24 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.2,86,996.9,11.0,246,20,48.1,23.3,215.0,15.4,9.6,43.0,80,Karachi,20.0,24.0,7.0,3.0,2025-07-24 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,87,996.5,10.8,252,18,44.9,21.9,183.0,12.6,8.5,46.0,80,Karachi,21.0,24.0,7.0,3.0,2025-07-24 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.7,88,996.1,9.7,254,21,42.3,20.7,162.0,10.6,7.9,48.0,80,Karachi,22.0,24.0,7.0,3.0,2025-07-24 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.6,89,996.0,10.4,256,16,40.6,19.8,151.0,8.9,7.6,49.0,81,Karachi,23.0,24.0,7.0,3.0,2025-07-24 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.6,89,996.4,10.1,267,16,40.4,19.6,163.0,8.9,8.0,50.0,81,Karachi,0.0,25.0,7.0,4.0,2025-07-25 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.1,88,996.2,8.5,265,32,41.6,19.7,221.0,9.9,9.3,50.0,81,Karachi,1.0,25.0,7.0,4.0,2025-07-25 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.5,85,996.7,9.4,253,35,50.1,21.4,302.0,11.2,11.1,51.0,81,Karachi,2.0,25.0,7.0,4.0,2025-07-25 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.4,79,996.9,11.3,248,41,55.1,22.4,349.0,11.5,12.8,55.0,81,Karachi,3.0,25.0,7.0,4.0,2025-07-25 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.4,73,997.3,12.4,240,72,61.2,23.2,329.0,9.8,14.2,65.0,80,Karachi,4.0,25.0,7.0,4.0,2025-07-25 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.0,69,997.8,13.5,237,91,69.2,25.0,275.0,7.2,15.4,77.0,80,Karachi,5.0,25.0,7.0,4.0,2025-07-25 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.3,68,997.5,14.9,239,82,74.5,26.1,235.0,5.2,16.0,86.0,80,Karachi,6.0,25.0,7.0,4.0,2025-07-25 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.7,66,997.4,15.1,239,56,77.1,26.4,228.0,4.5,15.5,88.0,80,Karachi,7.0,25.0,7.0,4.0,2025-07-25 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.1,64,996.9,14.4,230,41,78.7,26.3,235.0,4.4,14.4,85.0,79,Karachi,8.0,25.0,7.0,4.0,2025-07-25 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.1,64,996.2,15.0,226,56,79.9,26.0,246.0,4.6,13.4,82.0,79,Karachi,9.0,25.0,7.0,4.0,2025-07-25 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.7,67,995.8,15.6,220,51,82.7,26.5,260.0,5.1,12.8,78.0,78,Karachi,10.0,25.0,7.0,4.0,2025-07-25 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
